Ensembl Gene ID,Ensembl Transcript ID,Associated Gene Name
ENSG00000109132,ENST00000226382,PHOX2B
ENSG00000128016,ENST00000597629,ZFP36
ENSG00000128016,ENST00000594045,ZFP36
ENSG00000128016,ENST00000594442,ZFP36
ENSG00000128016,ENST00000600033,ZFP36
ENSG00000164347,ENST00000296805,GFM2
ENSG00000164347,ENST00000345239,GFM2
ENSG00000164347,ENST00000509430,GFM2
ENSG00000164347,ENST00000427854,GFM2
ENSG00000164347,ENST00000509097,GFM2
ENSG00000164347,ENST00000506778,GFM2
ENSG00000205944,ENST00000382449,DAZ2
ENSG00000205944,ENST00000382440,DAZ2
ENSG00000205944,ENST00000382433,DAZ2
ENSG00000205944,ENST00000382306,DAZ2
ENSG00000205944,ENST00000382294,DAZ2
ENSG00000205944,ENST00000382424,DAZ2
ENSG00000205944,ENST00000449947,DAZ2
ENSG00000205944,ENST00000382431,DAZ2
ENSG00000205944,ENST00000400493,DAZ2
ENSG00000181513,ENST00000591859,ACBD4
ENSG00000181513,ENST00000586346,ACBD4
ENSG00000181513,ENST00000398322,ACBD4
ENSG00000181513,ENST00000592162,ACBD4
ENSG00000181513,ENST00000376955,ACBD4
ENSG00000181513,ENST00000321854,ACBD4
ENSG00000181513,ENST00000431281,ACBD4
ENSG00000181513,ENST00000619916,ACBD4
ENSG00000104312,ENST00000220751,RIPK2
ENSG00000205758,ENST00000381554,CRYZL1
ENSG00000205758,ENST00000290244,CRYZL1
ENSG00000205758,ENST00000381540,CRYZL1
ENSG00000205758,ENST00000441940,CRYZL1
ENSG00000205758,ENST00000445393,CRYZL1
ENSG00000205758,ENST00000361534,CRYZL1
ENSG00000205758,ENST00000440526,CRYZL1
ENSG00000205758,ENST00000414079,CRYZL1
ENSG00000205758,ENST00000426935,CRYZL1
ENSG00000205758,ENST00000431177,CRYZL1
ENSG00000205758,ENST00000417979,CRYZL1
ENSG00000205758,ENST00000413017,CRYZL1
ENSG00000205758,ENST00000438788,CRYZL1
ENSG00000205758,ENST00000399442,CRYZL1
ENSG00000274665,ENST00000625893,PVALB
ENSG00000274665,ENST00000620986,PVALB
ENSG00000274665,ENST00000627445,PVALB
ENSG00000274665,ENST00000630974,PVALB
ENSG00000274665,ENST00000628345,PVALB
ENSG00000013392,ENST00000369724,RWDD2A
ENSG00000122507,ENST00000432983,BBS9
ENSG00000122507,ENST00000242067,BBS9
ENSG00000122507,ENST00000350941,BBS9
ENSG00000122507,ENST00000396127,BBS9
ENSG00000122507,ENST00000355070,BBS9
ENSG00000122507,ENST00000442858,BBS9
ENSG00000122507,ENST00000434373,BBS9
ENSG00000122507,ENST00000627264,BBS9
ENSG00000122507,ENST00000425508,BBS9
ENSG00000108839,ENST00000251535,ALOX12
ENSG00000108839,ENST00000480801,ALOX12
ENSG00000049656,ENST00000320895,CLPTM1L
ENSG00000049656,ENST00000507807,CLPTM1L
ENSG00000049656,ENST00000630539,CLPTM1L
ENSG00000078814,ENST00000262873,MYH7B
ENSG00000078814,ENST00000446156,MYH7B
ENSG00000078814,ENST00000453028,MYH7B
ENSG00000078814,ENST00000435272,MYH7B
ENSG00000078814,ENST00000433934,MYH7B
ENSG00000078814,ENST00000456649,MYH7B
ENSG00000078814,ENST00000618182,MYH7B
ENSG00000173208,ENST00000308666,ABCD2
ENSG00000168939,ENST00000302805,SPRY3
ENSG00000197724,ENST00000359246,PHF2
ENSG00000197724,ENST00000610682,PHF2
ENSG00000197724,ENST00000375376,PHF2
ENSG00000277808,ENST00000616103,LENG1
ENSG00000106299,ENST00000223023,WASL
ENSG00000143110,ENST00000343534,C1orf162
ENSG00000143110,ENST00000369718,C1orf162
ENSG00000206406,ENST00000400116,CSNK2B
ENSG00000206406,ENST00000383433,CSNK2B
ENSG00000206406,ENST00000383431,CSNK2B
ENSG00000206406,ENST00000383427,CSNK2B
ENSG00000206406,ENST00000400110,CSNK2B
ENSG00000206406,ENST00000620798,CSNK2B
ENSG00000206406,ENST00000614783,CSNK2B
ENSG00000206406,ENST00000621953,CSNK2B
ENSG00000181392,ENST00000397428,SYNE4
ENSG00000181392,ENST00000503121,SYNE4
ENSG00000181392,ENST00000340477,SYNE4
ENSG00000181392,ENST00000324444,SYNE4
ENSG00000181392,ENST00000490730,SYNE4
ENSG00000197905,ENST00000358409,TEAD4
ENSG00000197905,ENST00000540314,TEAD4
ENSG00000197905,ENST00000536826,TEAD4
ENSG00000197905,ENST00000359864,TEAD4
ENSG00000197905,ENST00000543035,TEAD4
ENSG00000197905,ENST00000397122,TEAD4
ENSG00000197905,ENST00000544666,TEAD4
ENSG00000183258,ENST00000330503,DDX41
ENSG00000183258,ENST00000507955,DDX41
ENSG00000183258,ENST00000625286,DDX41
ENSG00000183258,ENST00000629036,DDX41
ENSG00000167904,ENST00000434581,TMEM68
ENSG00000167904,ENST00000334667,TMEM68
ENSG00000167904,ENST00000519784,TMEM68
ENSG00000167904,ENST00000523073,TMEM68
ENSG00000167904,ENST00000519780,TMEM68
ENSG00000167904,ENST00000522090,TMEM68
ENSG00000167904,ENST00000522030,TMEM68
ENSG00000167904,ENST00000523423,TMEM68
ENSG00000167904,ENST00000520414,TMEM68
ENSG00000167904,ENST00000521229,TMEM68
ENSG00000167904,ENST00000522576,TMEM68
ENSG00000167904,ENST00000523180,TMEM68
ENSG00000167904,ENST00000617782,TMEM68
ENSG00000167904,ENST00000617977,TMEM68
ENSG00000172671,ENST00000344646,ZFAND4
ENSG00000172671,ENST00000374371,ZFAND4
ENSG00000172671,ENST00000374366,ZFAND4
ENSG00000120647,ENST00000540180,CCDC77
ENSG00000120647,ENST00000535052,CCDC77
ENSG00000120647,ENST00000543504,CCDC77
ENSG00000120647,ENST00000239830,CCDC77
ENSG00000120647,ENST00000412006,CCDC77
ENSG00000120647,ENST00000422000,CCDC77
ENSG00000133805,ENST00000532250,AMPD3
ENSG00000133805,ENST00000396554,AMPD3
ENSG00000133805,ENST00000524866,AMPD3
ENSG00000133805,ENST00000396553,AMPD3
ENSG00000133805,ENST00000528723,AMPD3
ENSG00000133805,ENST00000529507,AMPD3
ENSG00000133805,ENST00000444303,AMPD3
ENSG00000124092,ENST00000423479,CTCFL
ENSG00000124092,ENST00000608263,CTCFL
ENSG00000124092,ENST00000609232,CTCFL
ENSG00000124092,ENST00000429804,CTCFL
ENSG00000124092,ENST00000243914,CTCFL
ENSG00000124092,ENST00000371196,CTCFL
ENSG00000124092,ENST00000608440,CTCFL
ENSG00000124092,ENST00000502686,CTCFL
ENSG00000124092,ENST00000433949,CTCFL
ENSG00000124092,ENST00000432255,CTCFL
ENSG00000124092,ENST00000539382,CTCFL
ENSG00000124092,ENST00000608903,CTCFL
ENSG00000124092,ENST00000422869,CTCFL
ENSG00000124092,ENST00000608425,CTCFL
ENSG00000124092,ENST00000608158,CTCFL
ENSG00000124092,ENST00000481655,CTCFL
ENSG00000176956,ENST00000430474,LY6H
ENSG00000176956,ENST00000342752,LY6H
ENSG00000176956,ENST00000414417,LY6H
ENSG00000176956,ENST00000615409,LY6H
ENSG00000182162,ENST00000381297,P2RY8
ENSG00000112343,ENST00000357085,TRIM38
ENSG00000198646,ENST00000628752,NCOA6
ENSG00000198646,ENST00000374796,NCOA6
ENSG00000198646,ENST00000359003,NCOA6
ENSG00000198646,ENST00000612493,NCOA6
ENSG00000198646,ENST00000616167,NCOA6
ENSG00000238203,ENST00000452329,VWA7
ENSG00000273777,ENST00000621342,CEACAM20
ENSG00000273777,ENST00000620096,CEACAM20
ENSG00000273777,ENST00000614577,CEACAM20
ENSG00000273777,ENST00000614924,CEACAM20
ENSG00000273777,ENST00000611497,CEACAM20
ENSG00000273777,ENST00000617951,CEACAM20
ENSG00000240247,ENST00000382689,DEFA1B
ENSG00000240247,ENST00000535841,DEFA1B
ENSG00000197309,ENST00000318666,OR10D3
ENSG00000239285,ENST00000383429,LY6G5B
ENSG00000239285,ENST00000462244,LY6G5B
ENSG00000018699,ENST00000448773,TTC27
ENSG00000018699,ENST00000317907,TTC27
ENSG00000018699,ENST00000438654,TTC27
ENSG00000170426,ENST00000293502,SDR9C7
ENSG00000127586,ENST00000262315,CHTF18
ENSG00000127586,ENST00000455171,CHTF18
ENSG00000127586,ENST00000426047,CHTF18
ENSG00000127586,ENST00000631357,CHTF18
ENSG00000127586,ENST00000317063,CHTF18
ENSG00000175445,ENST00000520959,LPL
ENSG00000175445,ENST00000524029,LPL
ENSG00000175445,ENST00000522701,LPL
ENSG00000175445,ENST00000311322,LPL
ENSG00000153037,ENST00000505459,SRP19
ENSG00000153037,ENST00000282999,SRP19
ENSG00000153037,ENST00000515463,SRP19
ENSG00000153037,ENST00000621420,SRP19
ENSG00000153037,ENST00000445150,SRP19
ENSG00000170477,ENST00000551956,KRT4
ENSG00000168556,ENST00000302327,ING2
ENSG00000168556,ENST00000412117,ING2
ENSG00000278247,ENST00000611085,GOLGA6L1
ENSG00000188542,ENST00000405954,DUSP28
ENSG00000188542,ENST00000343217,DUSP28
ENSG00000183336,ENST00000330978,BOLA2
ENSG00000105173,ENST00000262643,CCNE1
ENSG00000105173,ENST00000575243,CCNE1
ENSG00000105173,ENST00000444983,CCNE1
ENSG00000105173,ENST00000576532,CCNE1
ENSG00000105173,ENST00000357943,CCNE1
ENSG00000266200,ENST00000611850,PNLIPRP2
ENSG00000266200,ENST00000591655,PNLIPRP2
ENSG00000179915,ENST00000625672,NRXN1
ENSG00000179915,ENST00000406316,NRXN1
ENSG00000179915,ENST00000635519,NRXN1
ENSG00000179915,ENST00000412315,NRXN1
ENSG00000179915,ENST00000404971,NRXN1
ENSG00000179915,ENST00000342183,NRXN1
ENSG00000179915,ENST00000378262,NRXN1
ENSG00000179915,ENST00000401710,NRXN1
ENSG00000179915,ENST00000401669,NRXN1
ENSG00000179915,ENST00000630656,NRXN1
ENSG00000179915,ENST00000628364,NRXN1
ENSG00000179915,ENST00000405472,NRXN1
ENSG00000179915,ENST00000630543,NRXN1
ENSG00000179915,ENST00000625320,NRXN1
ENSG00000179915,ENST00000495871,NRXN1
ENSG00000179915,ENST00000626249,NRXN1
ENSG00000179915,ENST00000628515,NRXN1
ENSG00000179915,ENST00000625891,NRXN1
ENSG00000179915,ENST00000627198,NRXN1
ENSG00000179915,ENST00000405581,NRXN1
ENSG00000179915,ENST00000626899,NRXN1
ENSG00000179915,ENST00000496792,NRXN1
ENSG00000179915,ENST00000611589,NRXN1
ENSG00000179915,ENST00000406859,NRXN1
ENSG00000179915,ENST00000402717,NRXN1
ENSG00000181433,ENST00000370709,SAGE1
ENSG00000181433,ENST00000324447,SAGE1
ENSG00000181433,ENST00000537770,SAGE1
ENSG00000073737,ENST00000602501,DHRS9
ENSG00000073737,ENST00000357546,DHRS9
ENSG00000073737,ENST00000428522,DHRS9
ENSG00000073737,ENST00000450153,DHRS9
ENSG00000073737,ENST00000421653,DHRS9
ENSG00000073737,ENST00000436483,DHRS9
ENSG00000073737,ENST00000412271,DHRS9
ENSG00000073737,ENST00000432060,DHRS9
ENSG00000122884,ENST00000394890,P4HA1
ENSG00000122884,ENST00000440381,P4HA1
ENSG00000122884,ENST00000263556,P4HA1
ENSG00000122884,ENST00000307116,P4HA1
ENSG00000122884,ENST00000373008,P4HA1
ENSG00000158710,ENST00000368096,TAGLN2
ENSG00000158710,ENST00000368097,TAGLN2
ENSG00000158710,ENST00000320307,TAGLN2
ENSG00000158710,ENST00000397334,TAGLN2
ENSG00000107341,ENST00000263228,UBE2R2
ENSG00000139734,ENST00000400324,DIAPH3
ENSG00000139734,ENST00000377908,DIAPH3
ENSG00000139734,ENST00000400319,DIAPH3
ENSG00000139734,ENST00000400320,DIAPH3
ENSG00000139734,ENST00000267215,DIAPH3
ENSG00000139734,ENST00000465066,DIAPH3
ENSG00000139734,ENST00000498416,DIAPH3
ENSG00000140497,ENST00000268099,SCAMP2
ENSG00000140497,ENST00000566480,SCAMP2
ENSG00000140497,ENST00000565345,SCAMP2
ENSG00000140497,ENST00000562363,SCAMP2
ENSG00000140497,ENST00000564529,SCAMP2
ENSG00000273575,ENST00000621484,KIR2DL4
ENSG00000273575,ENST00000613149,KIR2DL4
ENSG00000273575,ENST00000614680,KIR2DL4
ENSG00000273575,ENST00000615396,KIR2DL4
ENSG00000273575,ENST00000610608,KIR2DL4
ENSG00000113971,ENST00000512094,NPHP3
ENSG00000113971,ENST00000337331,NPHP3
ENSG00000046651,ENST00000340096,OFD1
ENSG00000046651,ENST00000380567,OFD1
ENSG00000046651,ENST00000380550,OFD1
ENSG00000046651,ENST00000398395,OFD1
ENSG00000151287,ENST00000376027,TEX30
ENSG00000151287,ENST00000376019,TEX30
ENSG00000151287,ENST00000376022,TEX30
ENSG00000151287,ENST00000376021,TEX30
ENSG00000151287,ENST00000376032,TEX30
ENSG00000151287,ENST00000376029,TEX30
ENSG00000003096,ENST00000371882,KLHL13
ENSG00000003096,ENST00000371876,KLHL13
ENSG00000003096,ENST00000371878,KLHL13
ENSG00000003096,ENST00000447671,KLHL13
ENSG00000003096,ENST00000469946,KLHL13
ENSG00000003096,ENST00000453826,KLHL13
ENSG00000003096,ENST00000545703,KLHL13
ENSG00000003096,ENST00000539496,KLHL13
ENSG00000003096,ENST00000262820,KLHL13
ENSG00000003096,ENST00000540167,KLHL13
ENSG00000003096,ENST00000541812,KLHL13
ENSG00000184047,ENST00000353548,DIABLO
ENSG00000184047,ENST00000443649,DIABLO
ENSG00000184047,ENST00000464942,DIABLO
ENSG00000184047,ENST00000267169,DIABLO
ENSG00000184047,ENST00000439489,DIABLO
ENSG00000184047,ENST00000541273,DIABLO
ENSG00000184047,ENST00000474004,DIABLO
ENSG00000184047,ENST00000540535,DIABLO
ENSG00000184047,ENST00000541656,DIABLO
ENSG00000184047,ENST00000446652,DIABLO
ENSG00000184047,ENST00000485724,DIABLO
ENSG00000184047,ENST00000413918,DIABLO
ENSG00000161395,ENST00000579146,PGAP3
ENSG00000161395,ENST00000300658,PGAP3
ENSG00000161395,ENST00000378011,PGAP3
ENSG00000161395,ENST00000429199,PGAP3
ENSG00000161395,ENST00000584856,PGAP3
ENSG00000161395,ENST00000614824,PGAP3
ENSG00000161395,ENST00000619169,PGAP3
ENSG00000038295,ENST00000061240,TLL1
ENSG00000038295,ENST00000507499,TLL1
ENSG00000038295,ENST00000513213,TLL1
ENSG00000038295,ENST00000506144,TLL1
ENSG00000242173,ENST00000412541,ARHGDIG
ENSG00000242173,ENST00000435035,ARHGDIG
ENSG00000242173,ENST00000447871,ARHGDIG
ENSG00000242173,ENST00000219409,ARHGDIG
ENSG00000242173,ENST00000414650,ARHGDIG
ENSG00000130701,ENST00000252998,RBBP8NL
ENSG00000168661,ENST00000303586,ZNF30
ENSG00000168661,ENST00000601540,ZNF30
ENSG00000168661,ENST00000601957,ZNF30
ENSG00000168661,ENST00000601142,ZNF30
ENSG00000168661,ENST00000439785,ZNF30
ENSG00000126351,ENST00000585047,THRA
ENSG00000126351,ENST00000578218,THRA
ENSG00000126351,ENST00000394121,THRA
ENSG00000126351,ENST00000584985,THRA
ENSG00000126351,ENST00000264637,THRA
ENSG00000126351,ENST00000450525,THRA
ENSG00000126351,ENST00000546243,THRA
ENSG00000126351,ENST00000577486,THRA
ENSG00000126351,ENST00000577288,THRA
ENSG00000176225,ENST00000255674,RTTN
ENSG00000176225,ENST00000578780,RTTN
ENSG00000231641,ENST00000449136,TRIM26
ENSG00000231641,ENST00000419401,TRIM26
ENSG00000231641,ENST00000445457,TRIM26
ENSG00000231641,ENST00000424124,TRIM26
ENSG00000231641,ENST00000432326,TRIM26
ENSG00000231641,ENST00000438384,TRIM26
ENSG00000231641,ENST00000425831,TRIM26
ENSG00000111254,ENST00000545990,AKAP3
ENSG00000111254,ENST00000540967,AKAP3
ENSG00000111254,ENST00000536414,AKAP3
ENSG00000111254,ENST00000228850,AKAP3
ENSG00000225312,ENST00000454191,HSD17B8
ENSG00000187754,ENST00000298181,SSX7
ENSG00000226372,ENST00000441525,DCAF8L1
ENSG00000094880,ENST00000394884,CDC23
ENSG00000094880,ENST00000505120,CDC23
ENSG00000094880,ENST00000394886,CDC23
ENSG00000140199,ENST00000290209,SLC12A6
ENSG00000140199,ENST00000397707,SLC12A6
ENSG00000140199,ENST00000560611,SLC12A6
ENSG00000140199,ENST00000354181,SLC12A6
ENSG00000140199,ENST00000458406,SLC12A6
ENSG00000140199,ENST00000397702,SLC12A6
ENSG00000140199,ENST00000560164,SLC12A6
ENSG00000140199,ENST00000558667,SLC12A6
ENSG00000140199,ENST00000558589,SLC12A6
ENSG00000140199,ENST00000560332,SLC12A6
ENSG00000140199,ENST00000561120,SLC12A6
ENSG00000140199,ENST00000559236,SLC12A6
ENSG00000140199,ENST00000559484,SLC12A6
ENSG00000276572,ENST00000614210,KIR3DL3
ENSG00000122966,ENST00000392521,CIT
ENSG00000122966,ENST00000261833,CIT
ENSG00000122966,ENST00000392520,CIT
ENSG00000122966,ENST00000536325,CIT
ENSG00000122966,ENST00000546026,CIT
ENSG00000122966,ENST00000612548,CIT
ENSG00000135052,ENST00000388712,GOLM1
ENSG00000135052,ENST00000388711,GOLM1
ENSG00000135052,ENST00000486130,GOLM1
ENSG00000135052,ENST00000466178,GOLM1
ENSG00000183091,ENST00000409198,NEB
ENSG00000183091,ENST00000397337,NEB
ENSG00000183091,ENST00000413693,NEB
ENSG00000183091,ENST00000434685,NEB
ENSG00000183091,ENST00000604864,NEB
ENSG00000183091,ENST00000603639,NEB
ENSG00000183091,ENST00000421461,NEB
ENSG00000183091,ENST00000424585,NEB
ENSG00000183091,ENST00000420924,NEB
ENSG00000183091,ENST00000427231,NEB
ENSG00000183091,ENST00000618972,NEB
ENSG00000183091,ENST00000397345,NEB
ENSG00000183091,ENST00000172853,NEB
ENSG00000170891,ENST00000307746,CYTL1
ENSG00000170891,ENST00000506508,CYTL1
ENSG00000170891,ENST00000509419,CYTL1
ENSG00000196504,ENST00000545856,PRPF40A
ENSG00000196504,ENST00000493468,PRPF40A
ENSG00000196504,ENST00000448428,PRPF40A
ENSG00000196504,ENST00000410080,PRPF40A
ENSG00000125447,ENST00000537686,GGA3
ENSG00000125447,ENST00000578348,GGA3
ENSG00000125447,ENST00000582486,GGA3
ENSG00000125447,ENST00000583282,GGA3
ENSG00000125447,ENST00000582717,GGA3
ENSG00000125447,ENST00000580799,GGA3
ENSG00000125447,ENST00000579743,GGA3
ENSG00000125447,ENST00000538886,GGA3
ENSG00000100422,ENST00000216264,CERK
ENSG00000178021,ENST00000317802,TSPYL6
ENSG00000019169,ENST00000327097,MARCO
ENSG00000019169,ENST00000412481,MARCO
ENSG00000186787,ENST00000374910,SPIN2B
ENSG00000186787,ENST00000275988,SPIN2B
ENSG00000186787,ENST00000374912,SPIN2B
ENSG00000186787,ENST00000434397,SPIN2B
ENSG00000186787,ENST00000333933,SPIN2B
ENSG00000132297,ENST00000434736,HHLA1
ENSG00000132297,ENST00000414222,HHLA1
ENSG00000277596,ENST00000612095,GU182343.1
ENSG00000131931,ENST00000254250,THAP1
ENSG00000131931,ENST00000345117,THAP1
ENSG00000131931,ENST00000529779,THAP1
ENSG00000203926,ENST00000370518,SPANXA2
ENSG00000117616,ENST00000243189,RSRP1
ENSG00000117616,ENST00000568701,RSRP1
ENSG00000117616,ENST00000561867,RSRP1
ENSG00000117616,ENST00000568996,RSRP1
ENSG00000117616,ENST00000431849,RSRP1
ENSG00000112210,ENST00000317483,RAB23
ENSG00000112210,ENST00000468148,RAB23
ENSG00000232112,ENST00000438607,TMA7
ENSG00000203985,ENST00000371362,LDLRAD1
ENSG00000203985,ENST00000371360,LDLRAD1
ENSG00000203985,ENST00000545928,LDLRAD1
ENSG00000203985,ENST00000420619,LDLRAD1
ENSG00000049323,ENST00000404816,LTBP1
ENSG00000049323,ENST00000432635,LTBP1
ENSG00000049323,ENST00000402934,LTBP1
ENSG00000049323,ENST00000404525,LTBP1
ENSG00000049323,ENST00000407925,LTBP1
ENSG00000049323,ENST00000413303,LTBP1
ENSG00000049323,ENST00000468091,LTBP1
ENSG00000049323,ENST00000415140,LTBP1
ENSG00000049323,ENST00000422669,LTBP1
ENSG00000049323,ENST00000418533,LTBP1
ENSG00000163162,ENST00000295317,RNF149
ENSG00000119938,ENST00000238994,PPP1R3C
ENSG00000260230,ENST00000561981,FRRS1L
ENSG00000134755,ENST00000280904,DSC2
ENSG00000134755,ENST00000251081,DSC2
ENSG00000186710,ENST00000335621,CFAP73
ENSG00000186710,ENST00000550918,CFAP73
ENSG00000139974,ENST00000267488,SLC38A6
ENSG00000139974,ENST00000451406,SLC38A6
ENSG00000139974,ENST00000526105,SLC38A6
ENSG00000139974,ENST00000533744,SLC38A6
ENSG00000139974,ENST00000534758,SLC38A6
ENSG00000139974,ENST00000529212,SLC38A6
ENSG00000139974,ENST00000354886,SLC38A6
ENSG00000167220,ENST00000300605,HDHD2
ENSG00000167220,ENST00000590815,HDHD2
ENSG00000167220,ENST00000591480,HDHD2
ENSG00000167220,ENST00000590481,HDHD2
ENSG00000167220,ENST00000588940,HDHD2
ENSG00000167220,ENST00000587388,HDHD2
ENSG00000167220,ENST00000592591,HDHD2
ENSG00000160753,ENST00000368354,RUSC1
ENSG00000160753,ENST00000368352,RUSC1
ENSG00000160753,ENST00000497930,RUSC1
ENSG00000160753,ENST00000368347,RUSC1
ENSG00000160753,ENST00000489860,RUSC1
ENSG00000160753,ENST00000368349,RUSC1
ENSG00000160753,ENST00000490373,RUSC1
ENSG00000160753,ENST00000479924,RUSC1
ENSG00000160753,ENST00000471876,RUSC1
ENSG00000160753,ENST00000292254,RUSC1
ENSG00000160753,ENST00000485924,RUSC1
ENSG00000231325,ENST00000431114,LY6G5C
ENSG00000231325,ENST00000411492,LY6G5C
ENSG00000203727,ENST00000367474,SAMD5
ENSG00000203727,ENST00000566741,SAMD5
ENSG00000102387,ENST00000372907,TAF7L
ENSG00000102387,ENST00000324762,TAF7L
ENSG00000102387,ENST00000356784,TAF7L
ENSG00000185985,ENST00000335565,SLITRK2
ENSG00000185985,ENST00000370490,SLITRK2
ENSG00000229412,ENST00000377138,OR10C1
ENSG00000229412,ENST00000546473,OR10C1
ENSG00000179630,ENST00000425906,LACC1
ENSG00000179630,ENST00000325686,LACC1
ENSG00000179630,ENST00000441843,LACC1
ENSG00000181790,ENST00000517894,ADGRB1
ENSG00000181790,ENST00000323289,ADGRB1
ENSG00000177542,ENST00000320230,SLC25A22
ENSG00000177542,ENST00000628067,SLC25A22
ENSG00000177542,ENST00000531214,SLC25A22
ENSG00000177542,ENST00000481290,SLC25A22
ENSG00000177542,ENST00000627843,SLC25A22
ENSG00000177542,ENST00000531437,SLC25A22
ENSG00000177542,ENST00000625419,SLC25A22
ENSG00000177542,ENST00000532484,SLC25A22
ENSG00000177542,ENST00000528606,SLC25A22
ENSG00000177542,ENST00000533385,SLC25A22
ENSG00000177542,ENST00000531534,SLC25A22
ENSG00000177542,ENST00000527723,SLC25A22
ENSG00000177542,ENST00000526152,SLC25A22
ENSG00000177542,ENST00000625752,SLC25A22
ENSG00000177542,ENST00000456706,SLC25A22
ENSG00000177542,ENST00000528936,SLC25A22
ENSG00000177542,ENST00000629634,SLC25A22
ENSG00000177542,ENST00000529066,SLC25A22
ENSG00000177542,ENST00000530360,SLC25A22
ENSG00000276731,ENST00000613410,KIR2DL2
ENSG00000150782,ENST00000280357,IL18
ENSG00000150782,ENST00000524595,IL18
ENSG00000150782,ENST00000528832,IL18
ENSG00000130699,ENST00000474089,TAF4
ENSG00000130699,ENST00000252996,TAF4
ENSG00000130699,ENST00000488539,TAF4
ENSG00000090487,ENST00000204566,SPG21
ENSG00000090487,ENST00000559199,SPG21
ENSG00000090487,ENST00000433215,SPG21
ENSG00000090487,ENST00000416889,SPG21
ENSG00000090487,ENST00000558765,SPG21
ENSG00000090487,ENST00000557795,SPG21
ENSG00000090487,ENST00000559677,SPG21
ENSG00000090487,ENST00000558943,SPG21
ENSG00000090487,ENST00000558415,SPG21
ENSG00000090487,ENST00000560878,SPG21
ENSG00000137731,ENST00000532119,FXYD2
ENSG00000137731,ENST00000528014,FXYD2
ENSG00000137731,ENST00000292079,FXYD2
ENSG00000137731,ENST00000260287,FXYD2
ENSG00000176095,ENST00000321599,IP6K1
ENSG00000176095,ENST00000468463,IP6K1
ENSG00000176095,ENST00000460540,IP6K1
ENSG00000176095,ENST00000613416,IP6K1
ENSG00000176095,ENST00000395238,IP6K1
ENSG00000282301,ENST00000611620,CYP3A7-CYP3A51P
ENSG00000282301,ENST00000620220,CYP3A7-CYP3A51P
ENSG00000113194,ENST00000510730,FAF2
ENSG00000113194,ENST00000261942,FAF2
ENSG00000159579,ENST00000562439,RSPRY1
ENSG00000159579,ENST00000564435,RSPRY1
ENSG00000159579,ENST00000562959,RSPRY1
ENSG00000159579,ENST00000394420,RSPRY1
ENSG00000159579,ENST00000568505,RSPRY1
ENSG00000159579,ENST00000537866,RSPRY1
ENSG00000159579,ENST00000561641,RSPRY1
ENSG00000157227,ENST00000311852,MMP14
ENSG00000157227,ENST00000548761,MMP14
ENSG00000121671,ENST00000417225,CRY2
ENSG00000121671,ENST00000443527,CRY2
ENSG00000121671,ENST00000616080,CRY2
ENSG00000121671,ENST00000616623,CRY2
ENSG00000133063,ENST00000367229,CHIT1
ENSG00000133063,ENST00000255427,CHIT1
ENSG00000204671,ENST00000377035,IL31
ENSG00000006611,ENST00000318024,USH1C
ENSG00000006611,ENST00000527720,USH1C
ENSG00000006611,ENST00000527020,USH1C
ENSG00000006611,ENST00000005226,USH1C
ENSG00000006611,ENST00000526181,USH1C
ENSG00000178202,ENST00000323468,KDELC2
ENSG00000178202,ENST00000434945,KDELC2
ENSG00000178202,ENST00000530318,KDELC2
ENSG00000180481,ENST00000550916,GLIPR1L2
ENSG00000180481,ENST00000378692,GLIPR1L2
ENSG00000180481,ENST00000320460,GLIPR1L2
ENSG00000180481,ENST00000547164,GLIPR1L2
ENSG00000217128,ENST00000307968,FNIP1
ENSG00000217128,ENST00000307954,FNIP1
ENSG00000217128,ENST00000510461,FNIP1
ENSG00000217128,ENST00000511848,FNIP1
ENSG00000217128,ENST00000615660,FNIP1
ENSG00000121381,ENST00000240691,TAS2R9
ENSG00000115956,ENST00000234313,PLEK
ENSG00000231925,ENST00000434618,TAPBP
ENSG00000231925,ENST00000475304,TAPBP
ENSG00000231925,ENST00000489157,TAPBP
ENSG00000231925,ENST00000426633,TAPBP
ENSG00000231925,ENST00000467025,TAPBP
ENSG00000231925,ENST00000456592,TAPBP
ENSG00000206396,ENST00000383412,C6orf25
ENSG00000206396,ENST00000400071,C6orf25
ENSG00000206396,ENST00000383411,C6orf25
ENSG00000206396,ENST00000400067,C6orf25
ENSG00000206396,ENST00000383410,C6orf25
ENSG00000142731,ENST00000270861,PLK4
ENSG00000142731,ENST00000515069,PLK4
ENSG00000142731,ENST00000513090,PLK4
ENSG00000142731,ENST00000507249,PLK4
ENSG00000142731,ENST00000514379,PLK4
ENSG00000142731,ENST00000508113,PLK4
ENSG00000117598,ENST00000370188,PLPPR5
ENSG00000117598,ENST00000263177,PLPPR5
ENSG00000146425,ENST00000367088,DYNLT1
ENSG00000146425,ENST00000367089,DYNLT1
ENSG00000146425,ENST00000367085,DYNLT1
ENSG00000072062,ENST00000308677,PRKACA
ENSG00000072062,ENST00000590853,PRKACA
ENSG00000072062,ENST00000587372,PRKACA
ENSG00000072062,ENST00000589994,PRKACA
ENSG00000072062,ENST00000593092,PRKACA
ENSG00000072062,ENST00000589284,PRKACA
ENSG00000151006,ENST00000280606,PRSS53
ENSG00000106780,ENST00000373930,MEGF9
ENSG00000164035,ENST00000296420,EMCN
ENSG00000164035,ENST00000511970,EMCN
